global_idx|puzzle|status|n_steps|empty_remaining|wrong_placements|technique_counts
24414|980700600750090000006000000400003000030000020009060800090100040005080700000002001|SOLVED_CLEAN|58|0|0|{'DeepResonance': 1, 'FPCE': 2, 'FPC': 2, 'crossHatch': 18, 'nakedSingle': 21, 'lastRemaining': 11, 'fullHouse': 4}
24415|980700600500080070007006000430000000009060800000004002005070900000100003000002010|SOLVED_CLEAN|58|0|0|{'DeepResonance': 5, 'FPCE': 1, 'nakedSingle': 20, 'crossHatch': 30, 'lastRemaining': 6, 'fullHouse': 1}
24416|980760000500000000004008300720000000008001500000000062040100900009080015000009003|SOLVED_CLEAN|57|0|0|{'DeepResonance': 4, 'nakedSingle': 7, 'ALS_XZ': 2, 'FPCE': 1, 'crossHatch': 29, 'lastRemaining': 17, 'LZWing': 1, 'SimpleColoring': 1, 'fullHouse': 3}
24417|980760000750000600006000000400300020090001004008040500009070800000200003000004010|SOLVED_CLEAN|57|0|0|{'DeepResonance': 2, 'nakedSingle': 4, 'crossHatch': 39, 'ALS_XYWing': 15, 'FPC': 5, 'LZWing': 4, 'KrakenFish': 1, 'XWing': 1, 'ALS_XZ': 2, 'SimpleColoring': 1, 'lastRemaining': 8, 'fullHouse': 1}
24418|980700600500040000003009020700080000040500000006001002009000013000003006000000790|SOLVED_CLEAN|58|0|0|{'DeepResonance': 1, 'FPCE': 1, 'crossHatch': 25, 'lastRemaining': 15, 'nakedSingle': 15, 'fullHouse': 2}
24419|980700600750060000006000000800400030020000001009050700090100020008070900000003004|SOLVED_CLEAN|57|0|0|{'FPF': 1, 'D2B': 2, 'FPC': 1, 'FPCE': 1, 'nakedSingle': 9, 'crossHatch': 32, 'lastRemaining': 10, 'fullHouse': 1}
24420|980700600750040000003008070500009080000020006000000100300010700070003050000400002|SOLVED_CLEAN|57|0|0|{'DeepResonance': 2, 'D2B': 1, 'LZWing': 2, 'nakedSingle': 8, 'crossHatch': 30, 'lastRemaining': 13, 'XWing': 1, 'fullHouse': 5}
24421|980700000600080700007005080400003020009800000000040001006900500000020003000001040|SOLVED_CLEAN|58|0|0|{'DeepResonance': 1, 'D2B': 1, 'FPCE': 1, 'nakedSingle': 10, 'crossHatch': 30, 'lastRemaining': 12, 'fullHouse': 4}
24422|980700600750040000003008070800009030030020700000010006070005080000400000000200100|SOLVED_CLEAN|57|0|0|{'DeepResonance': 1, 'D2B': 1, 'crossHatch': 32, 'KrakenFish': 1, 'FPCE': 1, 'nakedSingle': 14, 'lastRemaining': 9}
24423|980760000500400000006005900600000030050008200002040001200006800000010003000000070|SOLVED_CLEAN|58|0|0|{'DeepResonance': 5, 'crossHatch': 32, 'nakedSingle': 20, 'lastRemaining': 6, 'SimpleColoring': 2}
24424|980700600760090000005000000450300020006080700000004000010000030009050800000002001|SOLVED_CLEAN|58|0|0|{'DeepResonance': 2, 'FPCE': 1, 'nakedSingle': 6, 'crossHatch': 33, 'LZWing': 6, 'SimpleColoring': 1, 'ALS_XZ': 6, 'lastRemaining': 12, 'fullHouse': 6}
24425|980700600005094000003000000400030050050200800009005000010000008000100076000020100|SOLVED_CLEAN|58|0|0|{'DeepResonance': 2, 'D2B': 1, 'crossHatch': 36, 'ALS_XZ': 14, 'lastRemaining': 6, 'ALS_XYWing': 4, 'KrakenFish': 1, 'LZWing': 4, 'FPC': 3, 'nakedSingle': 12, 'SimpleColoring': 3}
24426|980760000700540000004009700300000020010000008007050900200000010006900400000006003|SOLVED_CLEAN|57|0|0|{'DeepResonance': 2, 'D2B': 1, 'FPCE': 1, 'nakedSingle': 13, 'crossHatch': 29, 'lastRemaining': 12, 'fullHouse': 1}
24427|980700000600000800005040030200010300001004002000500010070009003002030050000000600|SOLVED_CLEAN|58|0|0|{'DeepResonance': 7, 'FPF': 1, 'ALS_XZ': 5, 'LZWing': 1, 'FPC': 5, 'KrakenFish': 1, 'ALS_XYWing': 1, 'nakedSingle': 13, 'crossHatch': 28, 'lastRemaining': 9, 'SimpleColoring': 1, 'fullHouse': 2}
24428|980760000750000900006000000500004030030200001007030800005090600000300040000001002|SOLVED_CLEAN|57|0|0|{'DeepResonance': 2, 'FPCE': 1, 'nakedSingle': 21, 'crossHatch': 30, 'lastRemaining': 4, 'fullHouse': 1}
24429|980700000600050900005000070400030000008500600000002010030005020009800700000010004|SOLVED_CLEAN|58|0|0|{'DeepResonance': 3, 'FPC': 3, 'crossHatch': 37, 'ALS_XYWing': 6, 'SimpleColoring': 2, 'ALS_XZ': 8, 'KrakenFish': 1, 'XWing': 1, 'nakedSingle': 9, 'lastRemaining': 7, 'fullHouse': 2}
24430|980700600007600000000098000500800040009030800000002005400000010003080700000001002|SOLVED_CLEAN|58|0|0|{'DeepResonance': 4, 'FPCE': 1, 'ALS_XZ': 12, 'KrakenFish': 2, 'crossHatch': 22, 'LZWing': 6, 'Swordfish': 1, 'ALS_XYWing': 2, 'SimpleColoring': 2, 'FPC': 2, 'XWing': 2, 'lastRemaining': 10, 'nakedSingle': 23}
24431|980700000600050800005000070040030020009400700000001004006800500000040001000002030|SOLVED_CLEAN|58|0|0|{'DeepResonance': 1, 'LZWing': 3, 'crossHatch': 31, 'FPC': 3, 'nakedSingle': 10, 'lastRemaining': 12, 'ALS_XZ': 5, 'ALS_XYWing': 1, 'fullHouse': 2}
24432|980760000750000600006008000040300020007050000000804001009080500000100040000002003|SOLVED_CLEAN|57|0|0|{'DeepResonance': 2, 'FPCE': 1, 'crossHatch': 30, 'ALS_XZ': 7, 'Swordfish': 1, 'lastRemaining': 11, 'SimpleColoring': 2, 'LZWing': 5, 'nakedSingle': 11, 'fullHouse': 4}
24433|980700600500080000007006000430000000009060500005204010008070900000001020000000003|SOLVED_CLEAN|58|0|0|{'DeepResonance': 2, 'nakedSingle': 11, 'D2B': 1, 'ALS_XYWing': 1, 'FPC': 2, 'crossHatch': 23, 'SimpleColoring': 2, 'lastRemaining': 13, 'fullHouse': 7, 'XCycle': 1, 'LZWing': 1}
24434|980700600500000000004090080400000060090003002006100700040050090000200001000007300|SOLVED_CLEAN|58|0|0|{'DeepResonance': 1, 'FPF': 1, 'FPC': 3, 'ALS_XZ': 2, 'crossHatch': 19, 'ALS_XYWing': 2, 'FPCE': 1, 'nakedSingle': 12, 'lastRemaining': 15, 'fullHouse': 7}
24435|980760000750000400003005070800009030030800002000600001070008050000010200000000004|SOLVED_CLEAN|57|0|0|{'DeepResonance': 2, 'D2B': 1, 'crossHatch': 32, 'ALS_XZ': 2, 'XCycle': 1, 'LZWing': 1, 'FPC': 1, 'nakedSingle': 18, 'FPCE': 1, 'lastRemaining': 3}
24436|980700600500090070007006000400000000009053700000000003008060900005070800000002010|SOLVED_CLEAN|58|0|0|{'DeepResonance': 3, 'FPCE': 1, 'nakedSingle': 12, 'crossHatch': 24, 'lastRemaining': 15, 'fullHouse': 6}
24437|980700600500800070000060004300500090050000000008002003100000000070100309000057010|SOLVED_CLEAN|57|0|0|{'DeepResonance': 1, 'D2B': 1, 'Swordfish': 1, 'LZWing': 2, 'ALS_XZ': 6, 'SimpleColoring': 3, 'ALS_XYWing': 1, 'nakedSingle': 12, 'crossHatch': 18, 'XWing': 1, 'lastRemaining': 13, 'fullHouse': 13}
24438|980700600500400070000060003700024000090500700005000020400200090050000008000001000|SOLVED_CLEAN|58|0|0|{'DeepResonance': 1, 'FPF': 1, 'FPCE': 1, 'nakedSingle': 11, 'crossHatch': 33, 'lastRemaining': 12}
24439|980760500700050080005000006400007003007930050000000200070003100009870060000000000|SOLVED_CLEAN|56|0|0|{'DeepResonance': 1, 'D2B': 1, 'FPF': 1, 'KrakenFish': 1, 'lastRemaining': 8, 'LZWing': 3, 'ALS_XZ': 1, 'ALS_XYWing': 1, 'FPCE': 1, 'nakedSingle': 12, 'crossHatch': 29, 'fullHouse': 4}
24440|980760000500000000007004900600500000030080000009007040002001007000300490000000210|SOLVED_CLEAN|58|0|0|{'FPF': 1, 'crossHatch': 44, 'ALS_XZ': 5, 'ALS_XYWing': 5, 'nakedSingle': 8, 'LZWing': 3, 'SimpleColoring': 2, 'lastRemaining': 5}
24441|980700600750000080006000000040030200009800050007002000005600090000010003000004100|SOLVED_CLEAN|58|0|0|{'DeepResonance': 2, 'FPCE': 1, 'lastRemaining': 6, 'LZWing': 7, 'crossHatch': 36, 'ALS_XZ': 2, 'ALS_XYWing': 1, 'KrakenFish': 1, 'FPC': 2, 'nakedSingle': 8, 'XCycle': 1, 'fullHouse': 4}
24442|980700600750000090006000000405900080030040000000002004008500060000003100000001002|SOLVED_CLEAN|58|0|0|{'DeepResonance': 1, 'nakedSingle': 18, 'crossHatch': 25, 'KrakenFish': 1, 'FPCE': 1, 'lastRemaining': 8, 'fullHouse': 6}
24443|987600000650000700000000000400090030006800900000002004005900800000031002000008010|SOLVED_CLEAN|58|0|0|{'DeepResonance': 2, 'lastRemaining': 13, 'crossHatch': 28, 'FPCE': 1, 'nakedSingle': 11, 'fullHouse': 5}
24444|980760500700400600000003000600900400002000010000008000400070095000500064000000700|SOLVED_CLEAN|58|0|0|{'FPF': 1, 'nakedSingle': 13, 'lastRemaining': 11, 'crossHatch': 32, 'LZWing': 2, 'SimpleColoring': 1, 'ALS_XZ': 6, 'fullHouse': 1}
24445|987600000500000900000000060400030006090800700000002010050700600000010072000004030|SOLVED_CLEAN|58|0|0|{'D2B': 1, 'crossHatch': 18, 'lastRemaining': 22, 'LZWing': 5, 'ALS_XZ': 12, 'ALS_XYWing': 5, 'nakedSingle': 14, 'fullHouse': 3}
24446|980700600700500980000080040300600500020003090001000003200067009009200000000005200|SOLVED_CLEAN|55|0|0|{'DeepResonance': 9, 'D2B': 3, 'FPF': 1, 'FPC': 2, 'FPCE': 1, 'nakedSingle': 25, 'crossHatch': 22, 'XWing': 1, 'SimpleColoring': 2, 'LZWing': 3, 'XCycle': 1}
24447|980700600750000080006000000400030000008500070000008204010002003007600090000010000|SOLVED_CLEAN|58|0|0|{'DeepResonance': 3, 'nakedSingle': 20, 'LZWing': 1, 'D2B': 1, 'ALS_XZ': 4, 'FPCE': 1, 'crossHatch': 30, 'lastRemaining': 3, 'ALS_XYWing': 1, 'FPC': 3, 'XWing': 1, 'SimpleColoring': 1}
24448|980760500700040600006005000608004030090080200000009005270400000009050700000000001|SOLVED_CLEAN|55|0|0|{'DeepResonance': 3, 'FPF': 1, 'crossHatch': 33, 'FPC': 3, 'KrakenFish': 1, 'ALS_XZ': 7, 'ALS_XYWing': 4, 'nakedSingle': 8, 'LZWing': 3, 'lastRemaining': 9, 'fullHouse': 1}
24449|980760500700000090005009008570008060004000800000070005450007080000300004000020100|SOLVED_CLEAN|55|0|0|{'D2B': 3, 'crossHatch': 31, 'LZWing': 1, 'ALS_XZ': 2, 'ALS_XYWing': 3, 'lastRemaining': 4, 'nakedSingle': 17, 'SimpleColoring': 2}
24450|980760500500009000007500000809007400040000000000940030208006700006005900000200001|SOLVED_CLEAN|55|0|0|{'DeepResonance': 3, 'FPCE': 1, 'LZWing': 4, 'ALS_XYWing': 4, 'FPC': 1, 'SimpleColoring': 2, 'nakedSingle': 15, 'crossHatch': 34, 'ALS_XZ': 3, 'lastRemaining': 3, 'XCycle': 1, 'Swordfish': 1}
24451|980760500700040800003005000800407090090608400000090000600070902020000050000000001|SOLVED_CLEAN|55|0|0|{'DeepResonance': 3, 'FPC': 1, 'KrakenFish': 1, 'FPCE': 1, 'nakedSingle': 12, 'crossHatch': 23, 'lastRemaining': 12, 'fullHouse': 6}
24452|980700600700500900040060080600300500020007003003010000200000006007200059000070200|SOLVED_CLEAN|55|0|0|{'FPF': 1, 'crossHatch': 33, 'DeepResonance': 2, 'ALS_XZ': 9, 'XCycle': 1, 'KrakenFish': 2, 'FPC': 3, 'nakedSingle': 10, 'XWing': 1, 'SueDeCoq': 1, 'ALS_XYWing': 7, 'lastRemaining': 6, 'LZWing': 1, 'fullHouse': 1}
24453|980700600750060000006000000405070800030004070007090304008050906000200003000000010|SOLVED_CLEAN|55|0|0|{'FPF': 1, 'FPCE': 2, 'nakedSingle': 16, 'crossHatch': 30, 'lastRemaining': 6}
24454|980700600500090070007004000300040000008900360000083002090001000010020500005400080|SOLVED_CLEAN|55|0|0|{'DeepResonance': 4, 'nakedSingle': 10, 'ALS_XYWing': 4, 'FPC': 1, 'crossHatch': 20, 'XWing': 1, 'lastRemaining': 13, 'fullHouse': 11}
24455|980760500500009070007500000809005400305008600040030000008006700000200001000000040|SOLVED_CLEAN|55|0|0|{'DeepResonance': 3, 'D2B': 1, 'crossHatch': 17, 'ALS_XZ': 5, 'ALS_XYWing': 2, 'KrakenFish': 1, 'FPC': 5, 'nakedSingle': 16, 'LZWing': 1, 'SimpleColoring': 1, 'lastRemaining': 11, 'fullHouse': 5}
24456|000000001002003040050060270000600007040800060500070820005040780070900000480000000|SOLVED_CLEAN|56|0|0|{'DeepResonance': 3, 'FPCE': 1, 'crossHatch': 42, 'ALS_XZ': 11, 'LZWing': 2, 'SimpleColoring': 3, 'nakedSingle': 10, 'lastRemaining': 3}
24457|000000001000002034003040500004030005060007800900200000008020050009006000720900000|SOLVED_CLEAN|58|0|0|{'DeepResonance': 3, 'FPF': 1, 'crossHatch': 23, 'KrakenFish': 1, 'nakedSingle': 10, 'LZWing': 5, 'XWing': 2, 'ALS_XZ': 10, 'FPC': 1, 'ALS_XYWing': 8, 'lastRemaining': 17, 'SimpleColoring': 2, 'fullHouse': 6}
24458|000000001000002030003040500006000010030060400400708020059000080060007000300050900|SOLVED_CLEAN|58|0|0|{'DeepResonance': 5, 'FPF': 1, 'ALS_XYWing': 1, 'FPC': 1, 'nakedSingle': 14, 'crossHatch': 20, 'LZWing': 1, 'lastRemaining': 16, 'fullHouse': 6}
24459|987600500400800030003070000800000050040500090000086400600700900070008002000001000|SOLVED_CLEAN|56|0|0|{'DeepResonance': 4, 'FPCE': 1, 'crossHatch': 31, 'lastRemaining': 13, 'fullHouse': 2, 'nakedSingle': 9}
24460|980700600700050000004009070400007080090030000002105000040008020000500006000300108|SOLVED_CLEAN|56|0|0|{'DeepResonance': 3, 'ALS_XYWing': 1, 'KrakenFish': 1, 'FPC': 1, 'FPCE': 1, 'nakedSingle': 21, 'crossHatch': 28, 'lastRemaining': 4, 'fullHouse': 1}
24461|980700600500040030004008000300002000090800700000009025010080070009100006000007100|SOLVED_CLEAN|56|0|0|{'DeepResonance': 3, 'FPF': 1, 'FPC': 1, 'LZWing': 2, 'FPCE': 1, 'crossHatch': 27, 'nakedSingle': 19, 'ALS_XZ': 3, 'ALS_XYWing': 3, 'SimpleColoring': 2, 'XCycle': 1, 'lastRemaining': 5, 'fullHouse': 1}
24462|980760000760005900004090000650900300008003000000050020470030500000500004000000010|SOLVED_CLEAN|56|0|0|{'DeepResonance': 2, 'D2B': 1, 'FPC': 1, 'crossHatch': 33, 'FPCE': 1, 'nakedSingle': 12, 'lastRemaining': 7, 'fullHouse': 1}
24463|980760500700000900004008000400050700003007000000400020100000056049006100000010009|SOLVED_CLEAN|56|0|0|{'DeepResonance': 4, 'D2B': 1, 'crossHatch': 26, 'FPCE': 1, 'nakedSingle': 13, 'lastRemaining': 11, 'fullHouse': 4}
24464|980700600500090070007004000320000700050000003009800060005406090000010006000002100|SOLVED_CLEAN|56|0|0|{'DeepResonance': 2, 'D2B': 1, 'crossHatch': 27, 'XCycle': 2, 'FPC': 2, 'ALS_XZ': 5, 'ALS_XYWing': 5, 'nakedSingle': 10, 'LZWing': 1, 'lastRemaining': 9, 'fullHouse': 5}
24465|980700600750000080006080000400000006005600090000030004020000100009510070007002003|SOLVED_CLEAN|56|0|0|{'DeepResonance': 2, 'D2B': 2, 'SimpleColoring': 4, 'crossHatch': 39, 'lastRemaining': 6, 'nakedSingle': 9, 'ALS_XYWing': 1, 'XWing': 1}
24466|980700600500090070007004000300070200050006001008900050020000003005400060000019000|SOLVED_CLEAN|56|0|0|{'DeepResonance': 1, 'D2B': 2, 'crossHatch': 18, 'FPCE': 1, 'nakedSingle': 11, 'lastRemaining': 19, 'fullHouse': 5}
24467|980700600005090000000048030860004300002000000000060010790000400008007003000009078|SOLVED_CLEAN|56|0|0|{'FPF': 1, 'LZWing': 4, 'ALS_XZ': 3, 'KrakenFish': 1, 'FPC': 3, 'XWing': 1, 'ALS_XYWing': 1, 'nakedSingle': 14, 'crossHatch': 25, 'lastRemaining': 9, 'fullHouse': 4}
24468|980700600500600090006090004300800000070000005005020400001060040000400102000003006|SOLVED_CLEAN|56|0|0|{'DeepResonance': 2, 'D2B': 1, 'crossHatch': 24, 'FPC': 3, 'nakedSingle': 18, 'ALS_XZ': 8, 'ALS_XYWing': 4, 'fullHouse': 3, 'LZWing': 3, 'lastRemaining': 7}
24469|980700600750000090006000000400630002008904060000002400030000100007800050000010006|SOLVED_CLEAN|56|0|0|{'DeepResonance': 4, 'nakedSingle': 6, 'crossHatch': 21, 'KrakenFish': 2, 'LZWing': 1, 'ALS_XZ': 4, 'Swordfish': 1, 'lastRemaining': 20, 'fullHouse': 9}
24470|980760000504300700000000080600020000005400100000009002400500017050000400001040030|SOLVED_CLEAN|56|0|0|{'FPF': 1, 'FPC': 2, 'crossHatch': 26, 'FPCE': 1, 'nakedSingle': 12, 'lastRemaining': 10, 'fullHouse': 4}
24471|980700600005600090000040085700300900009002004000000020100006000090030100037100000|SOLVED_CLEAN|56|0|0|{'DeepResonance': 2, 'FPF': 1, 'crossHatch': 24, 'ALS_XZ': 2, 'ALS_XYWing': 1, 'FPC': 1, 'nakedSingle': 12, 'SimpleColoring': 2, 'lastRemaining': 16, 'XWing': 1, 'fullHouse': 2}
24472|980760500400300970007000008600500400000070020000001000500030000049000300006900050|SOLVED_CLEAN|56|0|0|{'DeepResonance': 3, 'D2B': 1, 'FPCE': 1, 'nakedSingle': 13, 'crossHatch': 24, 'lastRemaining': 12, 'fullHouse': 5}
24473|980700600700050080004008007400003009003000020000500010300060000040007008007100200|SOLVED_CLEAN|56|0|0|{'DeepResonance': 3, 'FPCE': 1, 'crossHatch': 20, 'lastRemaining': 13, 'ALS_XYWing': 2, 'FPC': 1, 'XCycle': 2, 'ALS_XZ': 6, 'LZWing': 1, 'nakedSingle': 15, 'SimpleColoring': 1, 'fullHouse': 4}
