global_idx|puzzle|status|n_steps|empty_remaining|wrong_placements|technique_counts
36585|980700000760000800005000000400030050006400900000002014007900500000040030000001002|SOLVED_CLEAN|58|0|0|{'DeepResonance': 6, 'D2B': 1, 'FPCE': 1, 'XWing': 3, 'KrakenFish': 3, 'ALS_XZ': 11, 'LZWing': 3, 'FPC': 1, 'crossHatch': 29, 'XCycle': 1, 'nakedSingle': 10, 'ALS_XYWing': 7, 'SimpleColoring': 2, 'lastRemaining': 15}
36586|980700000650000700007060000040006030008900600000020001005600900000030002000001040|SOLVED_CLEAN|58|0|0|{'FPF': 1, 'D2B': 2, 'crossHatch': 33, 'FPC': 5, 'ALS_XZ': 4, 'ALS_XYWing': 10, 'nakedSingle': 13, 'AlignedPairExcl': 1, 'lastRemaining': 2, 'fullHouse': 2, 'XWing': 1, 'SimpleColoring': 1}
36587|980700000650000700007000000400030020008400600000001054009600500000020010000004003|SOLVED_CLEAN|58|0|0|{'FPF': 1, 'crossHatch': 28, 'DeepResonance': 3, 'nakedSingle': 15, 'ALS_XZ': 7, 'FPC': 2, 'ALS_XYWing': 1, 'DeathBlossom': 1, 'FPCE': 1, 'SimpleColoring': 1, 'LZWing': 3, 'lastRemaining': 8, 'fullHouse': 3}
36588|980700600750000080006000000400030002005900060000004500010020300009800050000000001|SOLVED_CLEAN|58|0|0|{'DeepResonance': 3, 'FPCE': 2, 'crossHatch': 38, 'lastRemaining': 9, 'SimpleColoring': 2, 'ALS_XZ': 2, 'LZWing': 3, 'ALS_XYWing': 2, 'nakedSingle': 7, 'XWing': 1, 'fullHouse': 2}
36589|980700000760050000004006700400009800000300050000020001040008900009100002000000030|SOLVED_CLEAN|58|0|0|{'FPF': 1, 'crossHatch': 46, 'SimpleColoring': 2, 'LZWing': 10, 'ALS_XZ': 9, 'ALS_XYWing': 3, 'FPC': 1, 'nakedSingle': 5, 'lastRemaining': 5}
36590|900800700080060050004003008800500020030004800001080006700000900005000001000200040|SOLVED_CLEAN|57|0|0|{'DeepResonance': 2, 'FPF': 1, 'crossHatch': 32, 'FPC': 4, 'ALS_XZ': 11, 'ALS_XYWing': 5, 'AlignedPairExcl': 1, 'KrakenFish': 1, 'nakedSingle': 11, 'LZWing': 3, 'SimpleColoring': 1, 'Swordfish': 1, 'lastRemaining': 7, 'fullHouse': 2}
36591|980700600750060000006008000400003020030000000005090800007080500000100004000002010|SOLVED_CLEAN|58|0|0|{'DeepResonance': 5, 'D2B': 1, 'crossHatch': 36, 'FPCE': 2, 'nakedSingle': 7, 'lastRemaining': 9, 'fullHouse': 3}
36592|980700600750000000004090080500080060000600300000002001070040090000100006000003200|SOLVED_CLEAN|58|0|0|{'FPF': 1, 'crossHatch': 29, 'lastRemaining': 11, 'SimpleColoring': 1, 'FPC': 1, 'FPCE': 1, 'nakedSingle': 8, 'fullHouse': 7}
36593|980700000600000970007000005040030002009400800000001040008600500000040010000002003|SOLVED_CLEAN|58|0|0|{'DeepResonance': 3, 'crossHatch': 20, 'D2B': 1, 'KrakenFish': 2, 'FPC': 1, 'nakedSingle': 12, 'ALS_XYWing': 2, 'LZWing': 6, 'ALS_XZ': 5, 'XWing': 2, 'SimpleColoring': 2, 'lastRemaining': 19, 'fullHouse': 5}
36594|980700000760000500005000000400030020009400600000001094007600900000020003000004010|SOLVED_CLEAN|58|0|0|{'FPF': 1, 'crossHatch': 38, 'KrakenFish': 1, 'FPCE': 1, 'ALS_XZ': 7, 'ALS_XYWing': 4, 'FPC': 1, 'LZWing': 1, 'SimpleColoring': 1, 'nakedSingle': 12, 'lastRemaining': 5}
36595|980760000750000860006000000400030000007800900000002010009500600000040002000001030|SOLVED_CLEAN|58|0|0|{'DeepResonance': 1, 'nakedSingle': 9, 'FPCE': 1, 'crossHatch': 25, 'lastRemaining': 14, 'fullHouse': 9}
36596|980700600005090000004003000300050040040200800009004000010000008000100062000007100|SOLVED_CLEAN|58|0|0|{'DeepResonance': 1, 'FPF': 1, 'lastRemaining': 15, 'ALS_XZ': 4, 'KrakenFish': 1, 'FPCE': 1, 'nakedSingle': 13, 'crossHatch': 24, 'LZWing': 2, 'FPC': 2, 'ALS_XYWing': 1, 'DeathBlossom': 1, 'SimpleColoring': 1, 'fullHouse': 2}
36597|980700000760050000004009700400006800000500030000020001090000400008100050000030002|SOLVED_CLEAN|58|0|0|{'FPF': 1, 'D2B': 3, 'crossHatch': 22, 'ALS_XZ': 6, 'FPCE': 1, 'nakedSingle': 21, 'FPC': 2, 'XWing': 1, 'ALS_XYWing': 3, 'LZWing': 1, 'lastRemaining': 6, 'fullHouse': 2}
36598|980700600750000090006000000408900050030040000009380070090020001005800060000003000|SOLVED_CLEAN|56|0|0|{'DeepResonance': 4, 'ALS_XZ': 3, 'ALS_XYWing': 2, 'FPCE': 2, 'lastRemaining': 13, 'nakedSingle': 7, 'crossHatch': 34}
36599|980760500700005080005000000040070008007006400000400003008007900006029800000010020|SOLVED_CLEAN|55|0|0|{'DeepResonance': 3, 'D2B': 1, 'ALS_XYWing': 5, 'LZWing': 1, 'FPCE': 1, 'nakedSingle': 17, 'crossHatch': 24, 'lastRemaining': 10, 'KrakenFish': 2, 'ALS_XZ': 3, 'FPC': 2}
36600|980700600700050080004008000390200060000070900000009302230800006050007030001000000|SOLVED_CLEAN|55|0|0|{'DeepResonance': 1, 'FPF': 1, 'FPCE': 1, 'XWing': 1, 'ALS_XYWing': 4, 'LZWing': 2, 'ALS_XZ': 1, 'crossHatch': 23, 'lastRemaining': 10, 'nakedSingle': 15, 'fullHouse': 5}
36601|980700600750060000006008000400300060005070900000004002010000090007090800000200031|SOLVED_CLEAN|56|0|0|{'DeepResonance': 3, 'FPCE': 1, 'ALS_XZ': 9, 'FPC': 1, 'crossHatch': 19, 'ALS_XYWing': 5, 'nakedSingle': 7, 'lastRemaining': 18, 'fullHouse': 10}
36602|980700600750000080006000000400063500005900060000000304020010800007800050000002001|SOLVED_CLEAN|56|0|0|{'FPF': 1, 'crossHatch': 31, 'LZWing': 1, 'Swordfish': 1, 'nakedSingle': 9, 'XCycle': 1, 'ALS_XZ': 1, 'lastRemaining': 10, 'fullHouse': 4}
36603|980760000750000600006000000800040030020000001005900700008500900000010002000003040|SOLVED_CLEAN|58|0|0|{'FPF': 1, 'nakedSingle': 21, 'ALS_XYWing': 1, 'KrakenFish': 2, 'FPCE': 1, 'crossHatch': 31, 'lastRemaining': 4}
36604|980700600700050040003000007200104000000905010000020000100090050070000800006000003|SOLVED_CLEAN|58|0|0|{'DeepResonance': 1, 'FPF': 1, 'crossHatch': 25, 'ALS_XZ': 1, 'ALS_XYWing': 3, 'SimpleColoring': 1, 'FPC': 1, 'nakedSingle': 7, 'lastRemaining': 16, 'fullHouse': 8}
36605|980700600750000080006000000400090000008500070000003004020001300009600050000020001|SOLVED_CLEAN|58|0|0|{'DeepResonance': 4, 'crossHatch': 41, 'ALS_XZ': 11, 'FPC': 2, 'ALS_XYWing': 5, 'KrakenFish': 2, 'SimpleColoring': 2, 'AlignedPairExcl': 1, 'nakedSingle': 9, 'LZWing': 7, 'lastRemaining': 5, 'XWing': 1, 'XCycle': 1}
36606|980700600500400000003090050600080090000002001000000400300001000050060030006007200|SOLVED_CLEAN|58|0|0|{'DeepResonance': 1, 'D2B': 1, 'FPCE': 1, 'KrakenFish': 3, 'crossHatch': 33, 'ALS_XZ': 4, 'nakedSingle': 12, 'lastRemaining': 8, 'ALS_XYWing': 1, 'fullHouse': 3}
36607|980700600750000090004000800600300080030020001005004000090500030000010200000006008|SOLVED_CLEAN|57|0|0|{'DeepResonance': 6, 'D2B': 1, 'FPCE': 1, 'nakedSingle': 3, 'crossHatch': 41, 'lastRemaining': 11}
36608|000000001000002030004050600007300020040080700500000009076000090080001000400060800|SOLVED_CLEAN|59|0|0|{'DeepResonance': 4, 'crossHatch': 32, 'lastRemaining': 15, 'KrakenFish': 1, 'FPC': 1, 'FPCE': 1, 'nakedSingle': 8, 'ALS_XZ': 1, 'fullHouse': 2}
36609|980700600750060080006000000430090000008500090000002400007900060000010002000003100|SOLVED_CLEAN|57|0|0|{'DeepResonance': 3, 'KrakenFish': 3, 'FPCE': 1, 'nakedSingle': 11, 'SimpleColoring': 1, 'crossHatch': 33, 'ALS_XZ': 13, 'ALS_XYWing': 5, 'LZWing': 3, 'lastRemaining': 11, 'fullHouse': 1}
36610|980760500700900080005008000590006070004090300000000000450009060000600200000010004|SOLVED_CLEAN|56|0|0|{'FPF': 1, 'KrakenFish': 1, 'crossHatch': 30, 'LZWing': 1, 'FPCE': 1, 'nakedSingle': 14, 'lastRemaining': 8, 'fullHouse': 2}
36611|980700000600900500004060090400030080063000002008001300040080060000100005000007200|SOLVED_CLEAN|56|0|0|{'DeepResonance': 5, 'FPF': 1, 'ALS_XZ': 2, 'FPC': 1, 'crossHatch': 32, 'nakedSingle': 17, 'SimpleColoring': 1, 'lastRemaining': 5}
36612|980700600005090070000004000300070002090400000001003050200009007060100800009040030|SOLVED_CLEAN|56|0|0|{'FPF': 1, 'crossHatch': 26, 'ALS_XZ': 1, 'FPCE': 1, 'LZWing': 2, 'SimpleColoring': 1, 'XWing': 1, 'nakedSingle': 17, 'lastRemaining': 9, 'fullHouse': 2}
36613|000000012000034005005200300001000003040006000700080000009500030060070900800040020|SOLVED_CLEAN|58|0|0|{'DeepResonance': 3, 'FPF': 1, 'lastRemaining': 8, 'ALS_XZ': 3, 'nakedSingle': 11, 'LZWing': 4, 'crossHatch': 37, 'SimpleColoring': 2, 'fullHouse': 1}
36614|000000001002003004050060020000100700080300009200090080008050090520000400960007000|SOLVED_CLEAN|57|0|0|{'FPF': 1, 'crossHatch': 25, 'D2B': 1, 'DeepResonance': 1, 'nakedSingle': 21, 'XCycle': 1, 'LZWing': 3, 'FPC': 4, 'ALS_XZ': 3, 'ALS_XYWing': 4, 'KrakenFish': 1, 'fullHouse': 3, 'lastRemaining': 1}
36615|980700600500060000006009070400007030050200004008090700010000020005070800000301000|SOLVED_CLEAN|56|0|0|{'FPF': 1, 'crossHatch': 31, 'XCycle': 2, 'ALS_XZ': 2, 'XWing': 2, 'ALS_XYWing': 5, 'lastRemaining': 7, 'nakedSingle': 13, 'fullHouse': 2, 'LZWing': 1}
36616|980700600750080040003009087500003096000200000000060000300010008070008035000000400|SOLVED_CLEAN|55|0|0|{'DeepResonance': 1, 'D2B': 1, 'crossHatch': 26, 'FPC': 4, 'FPCE': 1, 'nakedSingle': 5, 'lastRemaining': 14, 'fullHouse': 4}
36617|980700600750000080006000000400030560005600070000007204030001006009800050000020100|SOLVED_CLEAN|55|0|0|{'FPF': 1, 'KrakenFish': 1, 'lastRemaining': 12, 'FPCE': 1, 'nakedSingle': 9, 'crossHatch': 30, 'fullHouse': 2}
36618|980700000600000850004080009400030006003500200000001000040090003009007010000200900|SOLVED_CLEAN|57|0|0|{'DeepResonance': 1, 'FPF': 1, 'crossHatch': 24, 'KrakenFish': 1, 'SimpleColoring': 3, 'ALS_XYWing': 7, 'FPC': 2, 'ALS_XZ': 11, 'XCycle': 1, 'LZWing': 4, 'nakedSingle': 6, 'lastRemaining': 21, 'XWing': 1, 'fullHouse': 2}
36619|000000001002003040040050600000700500050040060800000009008007010090010006300002000|SOLVED_CLEAN|59|0|0|{'DeepResonance': 1, 'nakedSingle': 24, 'D2B': 1, 'FPC': 4, 'KrakenFish': 4, 'crossHatch': 22, 'SimpleColoring': 1, 'ALS_XYWing': 2, 'ALS_XZ': 5, 'LZWing': 2, 'fullHouse': 1, 'lastRemaining': 7}
36620|980700600700000050004030000500900080070000000000002501300040005090500060000001200|SOLVED_CLEAN|58|0|0|{'DeepResonance': 1, 'FPF': 1, 'nakedSingle': 29, 'crossHatch': 24, 'KrakenFish': 2, 'FPC': 3, 'ALS_XZ': 1, 'FPCE': 1}
36621|980700600500090080004000009300800000060050008000002010100000270050070004007300000|SOLVED_CLEAN|57|0|0|{'DeepResonance': 1, 'FPF': 1, 'ALS_XZ': 7, 'KrakenFish': 3, 'FPC': 3, 'nakedSingle': 9, 'crossHatch': 21, 'LZWing': 1, 'ALS_XYWing': 8, 'XWing': 1, 'SimpleColoring': 1, 'lastRemaining': 19, 'fullHouse': 4}
36622|980700000600090500004006090400008050003500007000020100040003060006010005000000200|SOLVED_CLEAN|57|0|0|{'DeepResonance': 2, 'FPF': 1, 'D2B': 1, 'FPC': 3, 'ALS_XZ': 4, 'LZWing': 2, 'nakedSingle': 34, 'SimpleColoring': 2, 'ALS_XYWing': 5, 'crossHatch': 18}
36623|980700600750000080006000000400030500005900070000000204010009000009600050000021003|SOLVED_CLEAN|57|0|0|{'DeepResonance': 2, 'nakedSingle': 8, 'KrakenFish': 2, 'crossHatch': 27, 'FPC': 4, 'ALS_XYWing': 3, 'lastRemaining': 16, 'fullHouse': 2}
36624|980700600750000080006000007600040003040000200009600070100002000008900050000030001|SOLVED_CLEAN|57|0|0|{'DeepResonance': 1, 'D2B': 2, 'Swordfish': 1, 'ALS_XZ': 3, 'KrakenFish': 1, 'FPCE': 1, 'nakedSingle': 15, 'crossHatch': 32, 'lastRemaining': 7, 'LZWing': 1}
36625|980700600750400000003080070500090030030002100000000006300000001090050080000004200|SOLVED_CLEAN|57|0|0|{'DeepResonance': 4, 'nakedSingle': 9, 'D2B': 1, 'ALS_XZ': 5, 'FPC': 3, 'LZWing': 1, 'ALS_XYWing': 1, 'XCycle': 1, 'crossHatch': 23, 'lastRemaining': 16, 'fullHouse': 4}
36626|980700600750040000003008070500009030000020006000000100300080001090005080000400200|SOLVED_CLEAN|57|0|0|{'DeepResonance': 3, 'FPF': 1, 'FPCE': 1, 'FPC': 3, 'KrakenFish': 1, 'crossHatch': 33, 'ALS_XZ': 2, 'ALS_XYWing': 1, 'nakedSingle': 8, 'SimpleColoring': 1, 'lastRemaining': 9, 'fullHouse': 2}
36627|980700600007060090000500007800000040300200000006010900200005010004070009000003400|SOLVED_CLEAN|57|0|0|{'DeepResonance': 2, 'nakedSingle': 13, 'FPC': 2, 'ALS_XZ': 1, 'crossHatch': 24, 'KrakenFish': 1, 'ALS_XYWing': 1, 'lastRemaining': 14, 'fullHouse': 4}
36628|980700600500080000000009084300005000020400006009010000070200060003000200000001407|SOLVED_CLEAN|57|0|0|{'FPF': 1, 'ALS_XYWing': 1, 'DeepResonance': 2, 'ALS_XZ': 1, 'FPC': 1, 'KrakenFish': 2, 'FPCE': 1, 'nakedSingle': 15, 'crossHatch': 35, 'lastRemaining': 4}
36629|980700600750400000003090070500070038030000002000004100090050080000100200000000006|SOLVED_CLEAN|57|0|0|{'DeepResonance': 4, 'D2B': 1, 'crossHatch': 31, 'KrakenFish': 1, 'nakedSingle': 10, 'ALS_XZ': 1, 'lastRemaining': 12, 'fullHouse': 3}
36630|980700600750000090006000000400080000008900060000043002010002000007800050000070301|SOLVED_CLEAN|57|0|0|{'DeepResonance': 3, 'D2B': 1, 'nakedSingle': 9, 'FPC': 3, 'ALS_XZ': 6, 'ALS_XYWing': 3, 'crossHatch': 26, 'lastRemaining': 14, 'fullHouse': 4}
36631|980700000760050000004008700400007800000300020000010005040006900009000003000200014|SOLVED_CLEAN|57|0|0|{'DeepResonance': 3, 'FPF': 1, 'FPC': 2, 'FPCE': 1, 'nakedSingle': 12, 'crossHatch': 21, 'lastRemaining': 17, 'fullHouse': 3}
36632|980700600500040000003000070200005006060100090009004000090800007002000800000030910|SOLVED_CLEAN|57|0|0|{'DeepResonance': 3, 'D2B': 1, 'crossHatch': 33, 'KrakenFish': 1, 'FPC': 2, 'ALS_XZ': 4, 'ALS_XYWing': 1, 'LZWing': 2, 'nakedSingle': 11, 'SimpleColoring': 2, 'lastRemaining': 8, 'fullHouse': 2}
36633|980700000650000700007090000040003020005800400000049001008900600000020004000001030|SOLVED_CLEAN|57|0|0|{'FPF': 1, 'crossHatch': 29, 'KrakenFish': 1, 'FPCE': 1, 'nakedSingle': 5, 'FPC': 2, 'SimpleColoring': 1, 'ALS_XZ': 2, 'ALS_XYWing': 1, 'lastRemaining': 16, 'fullHouse': 3}
36634|980700600700050000004008070400009080090070003002100006100500000040002010000000300|SOLVED_CLEAN|57|0|0|{'DeepResonance': 4, 'FPCE': 1, 'crossHatch': 41, 'lastRemaining': 11, 'ALS_XZ': 2, 'ALS_XYWing': 2, 'XWing': 1, 'fullHouse': 1, 'nakedSingle': 3}
36635|980700600700050000004008070800003040040200300039000001090007030000100500000060002|SOLVED_CLEAN|56|0|0|{'DeepResonance': 3, 'FPCE': 2, 'crossHatch': 38, 'nakedSingle': 12, 'lastRemaining': 4}
36636|000000001000002030004050600006078002040090700700100000060000080095003006400060900|SOLVED_CLEAN|57|0|0|{'FPF': 1, 'KrakenFish': 1, 'FPC': 1, 'crossHatch': 31, 'lastRemaining': 8, 'nakedSingle': 16, 'SimpleColoring': 1, 'LZWing': 2, 'ALS_XZ': 2}
36637|000001002000030040005600700008000007590800000670000980009500600050004001300020000|SOLVED_CLEAN|57|0|0|{'DeepResonance': 2, 'D2B': 1, 'ALS_XZ': 3, 'FPC': 6, 'crossHatch': 25, 'SimpleColoring': 1, 'ALS_XYWing': 1, 'XCycle': 1, 'nakedSingle': 9, 'lastRemaining': 9, 'fullHouse': 6}
36638|980700600500900400006080090700400300000002010000000006300097000005040900000500003|SOLVED_CLEAN|57|0|0|{'DeepResonance': 10, 'D2B': 1, 'crossHatch': 37, 'nakedSingle': 16, 'LZWing': 5, 'FPC': 1, 'ALS_XYWing': 4, 'XWing': 1, 'ALS_XZ': 3, 'XCycle': 1, 'lastRemaining': 1}
36639|980760000700005900004000000500003020060800000007040000100009003070010590000000210|SOLVED_CLEAN|57|0|0|{'DeepResonance': 1, 'FPF': 2, 'crossHatch': 30, 'FPCE': 1, 'FPC': 2, 'nakedSingle': 15, 'ALS_XZ': 6, 'lastRemaining': 6, 'LZWing': 1, 'fullHouse': 1}
36640|000000001002003040040050600000100500030000007200004080003960000020008090809000700|SOLVED_CLEAN|58|0|0|{'FPF': 1, 'DeepResonance': 1, 'D2B': 1, 'FPCE': 1, 'crossHatch': 21, 'lastRemaining': 11, 'KrakenFish': 1, 'FPC': 2, 'ALS_XYWing': 1, 'nakedSingle': 19, 'fullHouse': 2}
36641|980700600500060000006008050400003000005080900000200010100000002030004090009070800|SOLVED_CLEAN|57|0|0|{'DeepResonance': 3, 'nakedSingle': 11, 'KrakenFish': 1, 'FPCE': 1, 'ALS_XYWing': 1, 'FPC': 1, 'ALS_XZ': 16, 'crossHatch': 42, 'Swordfish': 1, 'LZWing': 3, 'lastRemaining': 2, 'XWing': 1}
36642|980700600500090000007600000400030020008070900000100004030007001005060800000200030|SOLVED_CLEAN|57|0|0|{'DeepResonance': 4, 'FPF': 1, 'nakedSingle': 13, 'crossHatch': 27, 'ALS_XYWing': 8, 'SimpleColoring': 2, 'LZWing': 2, 'lastRemaining': 10, 'ALS_XZ': 2, 'fullHouse': 6}
36643|980700600750000090006000000400060003009800060005200070007900050000020000000001200|SOLVED_CLEAN|58|0|0|{'DeepResonance': 1, 'D2B': 1, 'ALS_XZ': 15, 'FPC': 1, 'ALS_XYWing': 7, 'KrakenFish': 2, 'nakedSingle': 20, 'crossHatch': 21, 'LZWing': 2, 'XCycle': 1, 'lastRemaining': 10, 'fullHouse': 4}
36644|980760500700000090005009800590006080004300000000000005450007060000020100000000004|SOLVED_CLEAN|57|0|0|{'DeepResonance': 2, 'D2B': 1, 'crossHatch': 45, 'lastRemaining': 6, 'ALS_XZ': 5, 'FPC': 2, 'ALS_XYWing': 3, 'nakedSingle': 3, 'LZWing': 3, 'KrakenFish': 1, 'Swordfish': 1}
36645|980760500700500680000008009600080400030600000009000000400006900002050000000470010|SOLVED_CLEAN|56|0|0|{'DeepResonance': 3, 'FPC': 2, 'ALS_XYWing': 1, 'crossHatch': 42, 'lastRemaining': 5, 'nakedSingle': 7}
36646|980700000006050900000008040300020005090000200002500060100000070009030600000401000|SOLVED_CLEAN|58|0|0|{'DeepResonance': 3, 'nakedSingle': 6, 'FPCE': 1, 'XCycle': 1, 'ALS_XZ': 13, 'KrakenFish': 2, 'crossHatch': 30, 'LZWing': 3, 'ALS_XYWing': 1, 'lastRemaining': 13, 'Swordfish': 1, 'fullHouse': 7}
36647|980700600750000400003090080500030070030600002000001000090080050000100004000009208|SOLVED_CLEAN|56|0|0|{'DeepResonance': 4, 'D2B': 1, 'FPCE': 2, 'FPC': 1, 'nakedSingle': 18, 'lastRemaining': 16, 'crossHatch': 17, 'fullHouse': 1}
36648|980700600750000400003090080500030070030400002000001000090080050000100006000009208|SOLVED_CLEAN|56|0|0|{'FPF': 1, 'crossHatch': 30, 'KrakenFish': 4, 'ALS_XYWing': 5, 'FPC': 4, 'SimpleColoring': 2, 'ALS_XZ': 6, 'LZWing': 1, 'XCycle': 1, 'fullHouse': 4, 'nakedSingle': 8, 'lastRemaining': 8}
36649|980760500400003080007000600800002090010000000009050001300200000098030020004009000|SOLVED_CLEAN|56|0|0|{'DeepResonance': 3, 'crossHatch': 27, 'nakedSingle': 9, 'KrakenFish': 2, 'ALS_XYWing': 1, 'FPC': 3, 'ALS_XZ': 1, 'lastRemaining': 14, 'fullHouse': 3}
36650|980700600500090070007004000300009002020010900000400060005900080000086001000040300|SOLVED_CLEAN|56|0|0|{'DeepResonance': 2, 'D2B': 1, 'FPCE': 1, 'ALS_XYWing': 3, 'nakedSingle': 26, 'crossHatch': 14, 'LZWing': 3, 'ALS_XZ': 9, 'FPC': 2, 'lastRemaining': 7, 'fullHouse': 5}
36651|000000001000002030004050600000700002005000010080060900046300000058007000900080400|SOLVED_CLEAN|59|0|0|{'DeepResonance': 10, 'FPC': 3, 'LZWing': 2, 'ALS_XZ': 2, 'ALS_XYWing': 1, 'nakedSingle': 10, 'crossHatch': 33, 'lastRemaining': 12, 'fullHouse': 1}
36652|980700000600090700007005000400003050009500600000020041030000070006800500000001002|SOLVED_CLEAN|57|0|0|{'DeepResonance': 4, 'crossHatch': 24, 'lastRemaining': 20, 'nakedSingle': 10, 'fullHouse': 3}
36653|980700600005090040000000009400003005020800700003000006010062000000100060000087100|SOLVED_CLEAN|57|0|0|{'DeepResonance': 8, 'FPC': 1, 'FPCE': 1, 'nakedSingle': 21, 'crossHatch': 20, 'lastRemaining': 10, 'fullHouse': 4}
36654|980760000750000400003005070800009030009000002000010004300000200090008050000600001|SOLVED_CLEAN|57|0|0|{'DeepResonance': 4, 'nakedSingle': 7, 'FPCE': 1, 'LZWing': 1, 'ALS_XZ': 1, 'ALS_XYWing': 1, 'FPC': 2, 'KrakenFish': 1, 'crossHatch': 29, 'lastRemaining': 14, 'fullHouse': 4}
36655|980700000600850000005004800300000060050000002001040500090001003007400100000070020|SOLVED_CLEAN|57|0|0|{'DeepResonance': 3, 'FPF': 1, 'nakedSingle': 9, 'crossHatch': 29, 'lastRemaining': 12, 'ALS_XYWing': 3, 'KrakenFish': 2, 'FPC': 1, 'ALS_XZ': 8, 'LZWing': 1, 'fullHouse': 5}
36656|980760000750000400003005070500009080030050002000600001090008030000010200000000004|SOLVED_CLEAN|57|0|0|{'DeepResonance': 2, 'D2B': 1, 'FPC': 2, 'FPCE': 1, 'nakedSingle': 11, 'crossHatch': 23, 'lastRemaining': 15, 'fullHouse': 4}
36657|980700600500600400006030080700400900002000000000001000600007004059006700000500000|SOLVED_CLEAN|58|0|0|{'FPF': 1, 'DeepResonance': 2, 'FPC': 1, 'crossHatch': 32, 'lastRemaining': 8, 'ALS_XYWing': 3, 'ALS_XZ': 5, 'nakedSingle': 14, 'fullHouse': 2}
36658|980700600750060080006000000500040003009600050000002400130000000005800070000010002|SOLVED_CLEAN|57|0|0|{'DeepResonance': 4, 'FPCE': 1, 'FPC': 1, 'ALS_XZ': 7, 'LZWing': 2, 'ALS_XYWing': 4, 'crossHatch': 25, 'SimpleColoring': 3, 'nakedSingle': 21, 'lastRemaining': 7, 'fullHouse': 2}
36659|980700600500060000006000070400003020009050800000200004010500003005080700000001050|SOLVED_CLEAN|57|0|0|{'DeepResonance': 3, 'ALS_XZ': 4, 'XCycle': 1, 'nakedSingle': 6, 'crossHatch': 37, 'lastRemaining': 10, 'fullHouse': 3}
36660|100006080406000100080030000004090050060003400900500007000070002040008300002000000|SOLVED_CLEAN|58|0|0|{'FPF': 1, 'KrakenFish': 1, 'lastRemaining': 8, 'FPC': 1, 'crossHatch': 35, 'FPCE': 1, 'nakedSingle': 11, 'fullHouse': 1}
