global_idx|puzzle|status|n_steps|empty_remaining|wrong_placements|technique_counts
21|980700600700500940000060000470003000020005000009600400200050010090800200008000006|SOLVED_CLEAN|56|0|0|{'DeepResonance': 3, 'D2B': 1, 'KrakenFish': 2, 'ALS_XYWing': 5, 'FPC': 2, 'nakedSingle': 10, 'crossHatch': 29, 'ALS_XZ': 2, 'lastRemaining': 11, 'fullHouse': 2, 'SimpleColoring': 1, 'XCycle': 1, 'LZWing': 4, 'XWing': 1}
22|980760500500008000007050000400000030008007905006009800020000009005006200000200001|SOLVED_CLEAN|56|0|0|{'DeepResonance': 5, 'FPC': 4, 'ALS_XYWing': 1, 'FPCE': 1, 'nakedSingle': 29, 'crossHatch': 16, 'lastRemaining': 5, 'fullHouse': 1}
23|980760000700005900004900000600500300020003080007090010200050700006200001000000004|SOLVED_CLEAN|56|0|0|{'DeepResonance': 1, 'nakedSingle': 10, 'crossHatch': 30, 'XCycle': 1, 'LZWing': 1, 'FPC': 3, 'lastRemaining': 9, 'fullHouse': 3}
24|980700600700000080000000075608040300040003000009600040090300400060400800000002001|SOLVED_CLEAN|56|0|0|{'DeepResonance': 3, 'nakedSingle': 21, 'KrakenFish': 1, 'crossHatch': 28, 'FPCE': 1, 'lastRemaining': 5, 'fullHouse': 1}
25|000000001002003040050140000000060500007008030620000004009020008030800090070009400|SOLVED_CLEAN|57|0|0|{'DeepResonance': 1, 'FPCE': 1, 'nakedSingle': 15, 'crossHatch': 18, 'lastRemaining': 19, 'fullHouse': 4}
26|980700600500080070007004000300006002008500090000040000010020300005400080000000001|SOLVED_CLEAN|58|0|0|{'DeepResonance': 2, 'FPCE': 1, 'nakedSingle': 13, 'crossHatch': 32, 'lastRemaining': 11, 'fullHouse': 1}
27|980700600750000080006000000400000302005900070000030500020040001007600050000001000|SOLVED_CLEAN|58|0|0|{'DeepResonance': 3, 'FPCE': 1, 'nakedSingle': 11, 'KrakenFish': 1, 'FPC': 1, 'XWing': 1, 'crossHatch': 34, 'lastRemaining': 9, 'fullHouse': 2}
28|900800700080070060007005004500003000090200000006050400100000030020000001008090600|SOLVED_CLEAN|58|0|0|{'DeepResonance': 3, 'D2B': 1, 'crossHatch': 21, 'lastRemaining': 16, 'SimpleColoring': 1, 'nakedSingle': 17, 'fullHouse': 3}
29|980760000750000800006000000600004030400020001008900400007500600000010004000003020|SOLVED_CLEAN|57|0|0|{'DeepResonance': 1, 'FPF': 1, 'nakedSingle': 15, 'crossHatch': 32, 'ALS_XYWing': 3, 'ALS_XZ': 1, 'lastRemaining': 8, 'fullHouse': 1, 'SimpleColoring': 1}
30|980700600750040000003008070800007030000400200000010006300000100070005090000200060|SOLVED_CLEAN|57|0|0|{'DeepResonance': 1, 'FPC': 1, 'FPCE': 1, 'crossHatch': 23, 'lastRemaining': 15, 'nakedSingle': 10, 'LZWing': 4, 'ALS_XZ': 4, 'SimpleColoring': 1, 'fullHouse': 7}
31|980760500004003090000000007800090005030400000002100000600070050020000700000001608|SOLVED_CLEAN|57|0|0|{'DeepResonance': 3, 'nakedSingle': 11, 'FPC': 4, 'ALS_XZ': 3, 'KrakenFish': 1, 'ALS_XYWing': 4, 'crossHatch': 40, 'lastRemaining': 2}
32|980760000750000900006000000400030020008400500000001004009600700000027003000004010|SOLVED_CLEAN|57|0|0|{'DeepResonance': 3, 'FPC': 3, 'crossHatch': 34, 'LZWing': 2, 'ALS_XYWing': 3, 'SimpleColoring': 2, 'ALS_XZ': 1, 'nakedSingle': 7, 'fullHouse': 4, 'lastRemaining': 9}
33|980760500004000070000003009600009000030080000007200050020000010005000407000100205|SOLVED_CLEAN|57|0|0|{'DeepResonance': 1, 'FPF': 1, 'D2B': 1, 'crossHatch': 17, 'LZWing': 2, 'FPC': 1, 'FPCE': 1, 'nakedSingle': 6, 'lastRemaining': 22, 'fullHouse': 7, 'XCycle': 1}
34|980760500700004030002000000600040090200097060000600200300400020006009300000030001|SOLVED_CLEAN|55|0|0|{'FPF': 1, 'ALS_XZ': 2, 'FPCE': 2, 'DeepResonance': 1, 'nakedSingle': 10, 'crossHatch': 22, 'lastRemaining': 14, 'fullHouse': 6}
35|980700600700050000004000070300007008020800060008040900200005090090200006003000120|SOLVED_CLEAN|55|0|0|{'DeepResonance': 3, 'crossHatch': 30, 'FPC': 4, 'ALS_XZ': 6, 'SimpleColoring': 3, 'ALS_XYWing': 7, 'nakedSingle': 16, 'LZWing': 3, 'XWing': 1, 'Swordfish': 1, 'XCycle': 1, 'fullHouse': 1, 'lastRemaining': 3}
36|980760500500400900003000060800070000095084700000500000400800200020000090000002001|SOLVED_CLEAN|56|0|0|{'FPF': 1, 'DeepResonance': 3, 'FPC': 1, 'ALS_XYWing': 1, 'ALS_XZ': 1, 'FPCE': 1, 'nakedSingle': 7, 'crossHatch': 31, 'lastRemaining': 10, 'fullHouse': 5}
37|980700600500090070007004900300000002050003000008900060020406100005800040000010000|SOLVED_CLEAN|56|0|0|{'DeepResonance': 1, 'FPCE': 1, 'nakedSingle': 11, 'crossHatch': 29, 'lastRemaining': 13, 'fullHouse': 2}
38|980760500700400800006003000800079054000500008000000700200900400090000020010020000|SOLVED_CLEAN|56|0|0|{'DeepResonance': 2, 'nakedSingle': 13, 'crossHatch': 24, 'FPCE': 1, 'lastRemaining': 13, 'ALS_XZ': 11, 'ALS_XYWing': 3, 'FPC': 1, 'fullHouse': 4}
39|980700600507000000004090070400800900050030080000002001040080030005600800000001002|SOLVED_CLEAN|56|0|0|{'DeepResonance': 4, 'D2B': 1, 'SimpleColoring': 3, 'XWing': 2, 'FPC': 3, 'ALS_XYWing': 4, 'ALS_XZ': 9, 'LZWing': 4, 'DeathBlossom': 1, 'crossHatch': 35, 'nakedSingle': 14, 'lastRemaining': 3}
40|980700600005060040000000900800006070050070004007400300520100000008050030000002001|SOLVED_CLEAN|56|0|0|{'DeepResonance': 3, 'FPCE': 1, 'crossHatch': 21, 'ALS_XZ': 6, 'ALS_XYWing': 4, 'FPC': 1, 'nakedSingle': 10, 'lastRemaining': 15, 'fullHouse': 8}
41|980700600500090070007004000400030200005900080000001003100080007020000500009400060|SOLVED_CLEAN|56|0|0|{'DeepResonance': 5, 'ALS_XYWing': 4, 'LZWing': 1, 'ALS_XZ': 3, 'FPC': 5, 'crossHatch': 27, 'nakedSingle': 14, 'DeathBlossom': 1, 'lastRemaining': 8, 'fullHouse': 2}
42|980700600700000050004080007400070003070900200003006070100002000040010009000000510|SOLVED_CLEAN|56|0|0|{'D2B': 1, 'crossHatch': 27, 'LZWing': 1, 'FPCE': 1, 'nakedSingle': 10, 'lastRemaining': 14, 'fullHouse': 3}
43|980760500500400900003000060800070000059084700000900000400800200020000050000002001|SOLVED_CLEAN|56|0|0|{'FPF': 1, 'DeepResonance': 3, 'FPC': 1, 'ALS_XYWing': 1, 'ALS_XZ': 1, 'FPCE': 1, 'nakedSingle': 7, 'crossHatch': 32, 'lastRemaining': 9, 'fullHouse': 5}
44|980760500700005090005000000040070000007008400000400003009007600008006900000020015|SOLVED_CLEAN|56|0|0|{'DeepResonance': 4, 'D2B': 1, 'FPCE': 1, 'nakedSingle': 12, 'crossHatch': 21, 'lastRemaining': 18, 'fullHouse': 3}
45|980700600500080070007004008300090200090000006006800050020003001009400060000010000|SOLVED_CLEAN|56|0|0|{'DeepResonance': 1, 'D2B': 1, 'LZWing': 3, 'crossHatch': 28, 'nakedSingle': 13, 'XCycle': 2, 'ALS_XZ': 2, 'fullHouse': 3, 'lastRemaining': 9}
46|980760500700009080005000000408005600009007800000040030020070000007006200000200001|SOLVED_CLEAN|56|0|0|{'DeepResonance': 3, 'FPCE': 1, 'nakedSingle': 16, 'ALS_XZ': 3, 'FPC': 4, 'LZWing': 1, 'SimpleColoring': 1, 'KrakenFish': 1, 'crossHatch': 19, 'lastRemaining': 11, 'fullHouse': 5}
47|980760500700400800006008000500040000070900000039005400300500700000020010000004008|SOLVED_CLEAN|56|0|0|{'DeepResonance': 4, 'D2B': 1, 'FPCE': 1, 'nakedSingle': 21, 'crossHatch': 25, 'lastRemaining': 6, 'fullHouse': 2}
48|980700600700080500004009070400000003090004020002100005200007080000360000000000001|SOLVED_CLEAN|57|0|0|{'D2B': 2, 'DeepResonance': 1, 'crossHatch': 34, 'nakedSingle': 8, 'XCycle': 1, 'lastRemaining': 13, 'SimpleColoring': 1}
49|000000012000003004004020500005030020030600700800009000007040001090300000600800000|SOLVED_CLEAN|59|0|0|{'FPF': 1, 'D2B': 1, 'FPC': 3, 'ALS_XZ': 4, 'ALS_XYWing': 5, 'crossHatch': 28, 'nakedSingle': 9, 'lastRemaining': 12, 'fullHouse': 5}
50|980700600005090040000000009400003050070800200000070003200100000010086000006007100|SOLVED_CLEAN|57|0|0|{'DeepResonance': 2, 'FPF': 1, 'lastRemaining': 7, 'FPCE': 1, 'nakedSingle': 11, 'LZWing': 6, 'SimpleColoring': 3, 'crossHatch': 37, 'ALS_XZ': 3, 'Swordfish': 1}
51|980700600760050000004006097800005079000320000000000100400000000090004068000500004|SOLVED_CLEAN|56|0|0|{'DeepResonance': 2, 'D2B': 1, 'crossHatch': 25, 'ALS_XYWing': 3, 'FPC': 1, 'ALS_XZ': 1, 'KrakenFish': 1, 'nakedSingle': 18, 'lastRemaining': 9, 'fullHouse': 2}
52|980700600760050000004006097800005079000320000000000100400000000090004086000500040|SOLVED_CLEAN|56|0|0|{'DeepResonance': 2, 'D2B': 1, 'crossHatch': 25, 'ALS_XYWing': 3, 'FPC': 1, 'ALS_XZ': 1, 'KrakenFish': 1, 'nakedSingle': 18, 'lastRemaining': 9, 'fullHouse': 2}
53|980760500700900800006004000800097053000300008000000900200500300010020000000003020|SOLVED_CLEAN|56|0|0|{'DeepResonance': 1, 'FPF': 1, 'D2B': 1, 'LZWing': 2, 'FPC': 2, 'ALS_XZ': 1, 'FPCE': 1, 'nakedSingle': 11, 'crossHatch': 21, 'lastRemaining': 14, 'fullHouse': 5}
54|980760000005004970000000008307500000050000000008070650020040000009600480000090001|SOLVED_CLEAN|56|0|0|{'DeepResonance': 1, 'D2B': 1, 'FPC': 1, 'FPCE': 1, 'nakedSingle': 16, 'crossHatch': 28, 'lastRemaining': 6, 'fullHouse': 3}
55|980760500400005090005000007300000080040000000009006400008020703004007900000100020|SOLVED_CLEAN|56|0|0|{'DeepResonance': 1, 'ALS_XZ': 1, 'FPCE': 1, 'nakedSingle': 13, 'crossHatch': 31, 'lastRemaining': 9, 'fullHouse': 2}
56|980760500500008000007050000406009700008007600000030040020000001009005200000200060|SOLVED_CLEAN|56|0|0|{'DeepResonance': 3, 'FPC': 2, 'crossHatch': 31, 'SimpleColoring': 1, 'nakedSingle': 11, 'lastRemaining': 10, 'fullHouse': 2}
57|980760500500008000007050000408007600006009700000030040020000001009005200000200060|SOLVED_CLEAN|56|0|0|{'DeepResonance': 3, 'D2B': 1, 'FPCE': 2, 'KrakenFish': 1, 'nakedSingle': 9, 'crossHatch': 40, 'lastRemaining': 4}
58|987650000600008500004000000300800900070009000000030020100080600060100052040006000|SOLVED_CLEAN|56|0|0|{'DeepResonance': 2, 'D2B': 1, 'FPCE': 1, 'KrakenFish': 1, 'nakedSingle': 14, 'XCycle': 1, 'ALS_XZ': 1, 'crossHatch': 17, 'lastRemaining': 16, 'fullHouse': 6}
59|980760500700900800006004000800079053000300008000000700200500300010020000000003020|SOLVED_CLEAN|56|0|0|{'DeepResonance': 1, 'FPF': 1, 'D2B': 1, 'LZWing': 2, 'FPC': 2, 'ALS_XZ': 1, 'FPCE': 1, 'nakedSingle': 6, 'crossHatch': 22, 'lastRemaining': 15, 'fullHouse': 8}
60|980760500500008000007050000408007600006009700000040030020000001009005200000200060|SOLVED_CLEAN|56|0|0|{'DeepResonance': 4, 'FPC': 1, 'KrakenFish': 1, 'FPCE': 1, 'nakedSingle': 21, 'crossHatch': 16, 'lastRemaining': 12, 'fullHouse': 5}
61|980760500700005000005800000400000030008306900006009700020000060007008200000020001|SOLVED_CLEAN|56|0|0|{'FPF': 1, 'crossHatch': 29, 'lastRemaining': 13, 'ALS_XYWing': 2, 'FPC': 1, 'KrakenFish': 1, 'FPCE': 1, 'nakedSingle': 10, 'fullHouse': 1}
62|980760500500008000007050000406009700008007600000040030020000001009005200000200060|SOLVED_CLEAN|56|0|0|{'DeepResonance': 4, 'FPCE': 1, 'crossHatch': 28, 'LZWing': 2, 'nakedSingle': 17, 'lastRemaining': 9, 'fullHouse': 1}
63|980700600500080070007004000350000002008400060000020300010006500005840090000001000|SOLVED_CLEAN|56|0|0|{'DeepResonance': 2, 'DeathBlossom': 1, 'FPCE': 1, 'nakedSingle': 11, 'crossHatch': 24, 'lastRemaining': 15, 'fullHouse': 5}
64|980700600500090070007004000300040200008900003000013060020000400005400090000080001|SOLVED_CLEAN|56|0|0|{'D2B': 2, 'DeepResonance': 1, 'KrakenFish': 1, 'FPCE': 1, 'crossHatch': 27, 'lastRemaining': 10, 'nakedSingle': 15, 'fullHouse': 1}
65|980700600700050080005000007490000300030040000006300040009500060008600070000002001|SOLVED_CLEAN|56|0|0|{'DeepResonance': 1, 'D2B': 1, 'FPCE': 1, 'nakedSingle': 9, 'crossHatch': 32, 'lastRemaining': 9, 'fullHouse': 4}
66|980700600504090000000003090700030060005006007000207400200300010050000000008001002|SOLVED_CLEAN|56|0|0|{'DeepResonance': 1, 'D2B': 1, 'FPCE': 1, 'nakedSingle': 6, 'crossHatch': 20, 'lastRemaining': 22, 'fullHouse': 6}
67|980700600005090040003006000400080009090007800000900020300100070020070100000002005|SOLVED_CLEAN|56|0|0|{'DeepResonance': 3, 'ALS_XYWing': 2, 'ALS_XZ': 9, 'FPC': 1, 'KrakenFish': 1, 'Swordfish': 1, 'LZWing': 1, 'crossHatch': 28, 'nakedSingle': 8, 'lastRemaining': 17, 'fullHouse': 2}
68|980700600500096000007000040306080000090007800000900050020070100003000070000201004|SOLVED_CLEAN|56|0|0|{'DeepResonance': 3, 'crossHatch': 26, 'lastRemaining': 5, 'nakedSingle': 23, 'ALS_XZ': 3, 'ALS_XYWing': 3, 'KrakenFish': 1, 'FPC': 2, 'LZWing': 3, 'SimpleColoring': 2}
69|980700600700050094000900000600009053040500060000030400400300076002060000000000100|SOLVED_CLEAN|56|0|0|{'DeepResonance': 2, 'ALS_XZ': 1, 'crossHatch': 38, 'lastRemaining': 3, 'nakedSingle': 14, 'XWing': 1, 'fullHouse': 1}
70|980700600500040000003000080200004000060900008009005700090100070002000006000030109|SOLVED_CLEAN|57|0|0|{'DeepResonance': 7, 'D2B': 1, 'FPC': 3, 'FPCE': 1, 'nakedSingle': 15, 'crossHatch': 25, 'LZWing': 1, 'ALS_XZ': 4, 'ALS_XYWing': 2, 'lastRemaining': 7, 'fullHouse': 5}
71|980700000600000700007065000400003020008600500000000004020010030006500900000000001|SOLVED_CLEAN|59|0|0|{'FPF': 1, 'ALS_XZ': 6, 'ALS_XYWing': 10, 'FPC': 3, 'nakedSingle': 14, 'crossHatch': 29, 'LZWing': 12, 'KrakenFish': 1, 'SimpleColoring': 1, 'XWing': 1, 'lastRemaining': 9, 'fullHouse': 3}
72|980700000600090700007005000400003020006800500000000004020000010009500800000001003|SOLVED_CLEAN|59|0|0|{'DeepResonance': 3, 'D2B': 1, 'nakedSingle': 10, 'FPCE': 1, 'crossHatch': 39, 'lastRemaining': 8, 'XWing': 1, 'LZWing': 2, 'ALS_XZ': 1}
73|980700600500090000007006000400003020008050900000000004010000003005060700000002010|SOLVED_CLEAN|59|0|0|{'DeepResonance': 3, 'D2B': 1, 'nakedSingle': 12, 'crossHatch': 26, 'lastRemaining': 19, 'fullHouse': 1}
74|980700600750040000003008070500007090030200700000010006090003050000400002000000100|SOLVED_CLEAN|57|0|0|{'DeepResonance': 6, 'FPCE': 1, 'nakedSingle': 16, 'crossHatch': 26, 'lastRemaining': 10, 'fullHouse': 4}
75|000000001000001230001020450004005003060040700800900000005004002070500060900080000|SOLVED_CLEAN|57|0|0|{'DeepResonance': 1, 'D2B': 2, 'crossHatch': 27, 'FPCE': 1, 'nakedSingle': 7, 'ALS_XYWing': 8, 'ALS_XZ': 4, 'XWing': 1, 'lastRemaining': 14, 'fullHouse': 6}
76|000000001000001023003020400001050004060007500800900000002030040090008000600700000|SOLVED_CLEAN|59|0|0|{'DeepResonance': 6, 'FPF': 1, 'D2B': 1, 'ALS_XZ': 3, 'nakedSingle': 13, 'LZWing': 4, 'ALS_XYWing': 4, 'FPC': 2, 'crossHatch': 29, 'SimpleColoring': 3, 'KrakenFish': 1, 'lastRemaining': 8, 'fullHouse': 5}
77|980700600750060000006800000400300020005090700000008004010000003009180500000002010|SOLVED_CLEAN|56|0|0|{'DeepResonance': 3, 'FPC': 5, 'crossHatch': 16, 'ALS_XYWing': 9, 'ALS_XZ': 14, 'lastRemaining': 10, 'nakedSingle': 23, 'fullHouse': 2}
78|000000001001002030040050600000700002003000070060040800006090000090804000800506900|SOLVED_CLEAN|58|0|0|{'DeepResonance': 1, 'nakedSingle': 10, 'crossHatch': 29, 'LZWing': 1, 'KrakenFish': 1, 'lastRemaining': 15, 'fullHouse': 4}
79|980700600005060040000003000800050020040000001007600800300006000010800009008070200|SOLVED_CLEAN|57|0|0|{'DeepResonance': 2, 'FPF': 1, 'FPC': 1, 'crossHatch': 24, 'nakedSingle': 9, 'SimpleColoring': 3, 'ALS_XZ': 2, 'LZWing': 3, 'lastRemaining': 12, 'fullHouse': 10}
80|980700000700060500004003070200001000090070001007300060001030080000400002000008005|SOLVED_CLEAN|57|0|0|{'DeepResonance': 3, 'D2B': 1, 'FPCE': 1, 'crossHatch': 29, 'lastRemaining': 12, 'SimpleColoring': 1, 'ALS_XZ': 1, 'nakedSingle': 11, 'fullHouse': 3}
81|000000001002003040050240670005300080600005000900080000007030050010002007090700400|SOLVED_CLEAN|56|0|0|{'DeepResonance': 1, 'FPCE': 1, 'nakedSingle': 7, 'crossHatch': 32, 'lastRemaining': 11, 'ALS_XZ': 2, 'fullHouse': 5}
82|980700600750000080006080000400003000005600070000040002010020000009800050000001003|SOLVED_CLEAN|58|0|0|{'DeepResonance': 1, 'nakedSingle': 7, 'FPC': 1, 'crossHatch': 33, 'lastRemaining': 14, 'ALS_XZ': 2, 'fullHouse': 3}
83|980700600750000080006000000800040300007900060000002001400030000008500090000001200|SOLVED_CLEAN|58|0|0|{'DeepResonance': 6, 'D2B': 1, 'FPC': 3, 'nakedSingle': 20, 'ALS_XZ': 5, 'XWing': 1, 'ALS_XYWing': 1, 'crossHatch': 27, 'KrakenFish': 2, 'LZWing': 2, 'lastRemaining': 6, 'fullHouse': 1, 'SimpleColoring': 1}
84|980700600750000080006000000400030002008000090000001400009600070000040100000002003|SOLVED_CLEAN|59|0|0|{'FPF': 1, 'crossHatch': 22, 'XCycle': 1, 'KrakenFish': 1, 'FPCE': 1, 'nakedSingle': 23, 'lastRemaining': 8, 'fullHouse': 3}
85|980700000650000700007060000040006030005900600000020001008600900000010040000003002|SOLVED_CLEAN|58|0|0|{'DeepResonance': 3, 'FPF': 1, 'FPCE': 1, 'nakedSingle': 19, 'crossHatch': 25, 'lastRemaining': 11, 'fullHouse': 1}
86|980700000600080700007005000400050030008900500000002001030000040006500900000001002|SOLVED_CLEAN|58|0|0|{'DeepResonance': 1, 'FPF': 1, 'crossHatch': 31, 'FPC': 1, 'nakedSingle': 16, 'KrakenFish': 1, 'FPCE': 1, 'lastRemaining': 8}
87|980700000700060900006005000400003020007600800000000003010000004009500600000020010|SOLVED_CLEAN|59|0|0|{'DeepResonance': 2, 'FPC': 1, 'XCycle': 1, 'LZWing': 1, 'nakedSingle': 8, 'crossHatch': 34, 'lastRemaining': 11, 'fullHouse': 4}
88|980700000760000900005000000400030020009800400000054001007500600000020040000001003|SOLVED_CLEAN|58|0|0|{'DeepResonance': 4, 'D2B': 1, 'crossHatch': 17, 'ALS_XZ': 4, 'KrakenFish': 1, 'FPC': 2, 'XWing': 1, 'nakedSingle': 12, 'lastRemaining': 20, 'fullHouse': 6}
89|980700600500080000007006000450000030008050900000002004010003020005060700000000001|SOLVED_CLEAN|58|0|0|{'DeepResonance': 3, 'FPC': 1, 'FPCE': 1, 'nakedSingle': 14, 'crossHatch': 17, 'lastRemaining': 19, 'fullHouse': 6}
90|980700000600090700007056000400030020008600500000000004020000010009500800000001003|SOLVED_CLEAN|58|0|0|{'FPF': 1, 'FPCE': 1, 'nakedSingle': 11, 'XCycle': 1, 'LZWing': 1, 'crossHatch': 34, 'lastRemaining': 8, 'fullHouse': 2}
91|980700600750000080006000000400030000008900070000002100030004500009500060000010002|SOLVED_CLEAN|58|0|0|{'DeepResonance': 1, 'FPF': 1, 'LZWing': 3, 'FPC': 3, 'KrakenFish': 1, 'ALS_XZ': 5, 'crossHatch': 27, 'nakedSingle': 21, 'lastRemaining': 4, 'fullHouse': 2, 'SimpleColoring': 1}
92|980700600700000080006050000400003200008500070000000003020010004007900060000000100|SOLVED_CLEAN|59|0|0|{'DeepResonance': 3, 'ALS_XZ': 1, 'FPCE': 1, 'nakedSingle': 11, 'crossHatch': 40, 'lastRemaining': 7}
93|000000001002003040040050600000600700008500000400009080080002090203090007900100200|SOLVED_CLEAN|57|0|0|{'DeepResonance': 8, 'LZWing': 6, 'ALS_XZ': 7, 'ALS_XYWing': 4, 'FPC': 3, 'nakedSingle': 13, 'crossHatch': 15, 'KrakenFish': 1, 'XCycle': 1, 'lastRemaining': 17, 'fullHouse': 8}
94|000000000001002003040050060000000001003070080120008030002006007006017008700900600|SOLVED_CLEAN|57|0|0|{'DeepResonance': 2, 'crossHatch': 16, 'FPCE': 1, 'nakedSingle': 26, 'lastRemaining': 11, 'fullHouse': 3}
95|980760500700004090003090000400009005060080000007300000200001400070000019000000052|SOLVED_CLEAN|56|0|0|{'DeepResonance': 2, 'FPF': 1, 'D2B': 1, 'FPCE': 1, 'nakedSingle': 8, 'crossHatch': 27, 'lastRemaining': 17, 'fullHouse': 1}
